Ground,Object,-930,-270,0,Tags,0,,
Ground,Object,-870,-270,0,Tags,0,,
Ground,Object,-810,-390,0,Tags,0,,
Ground,Object,-870,-330,0,Tags,0,,
Ground,Object,-810,-330,0,Tags,0,,
Ground,Object,-870,-390,0,Tags,0,,
Ground,Object,-930,-390,0,Tags,0,,
Ground,Object,-930,-330,0,Tags,0,,
Ground,Object,-810,-270,0,Tags,0,,
Ground,Object,-150,-150,0,Tags,2,BandA,BandB
Ground,Object,-210,-150,0,Tags,2,BandA,BandB
Ground,Object,-90,-30,0,Tags,2,BandA,BandB
Ground,Object,150,-90,0,Tags,2,BandA,BandB
Ground,Object,-510,-390,0,Tags,0,,
Ground,Object,-30,-210,0,Tags,2,BandA,BandB
Ground,Object,-270,150,0,Tags,1,BandC,
Ground,Object,-390,150,0,Tags,1,BandC,
Ground,Object,-510,150,0,Tags,1,BandC,
Ground,Object,-570,-390,0,Tags,0,,
Ground,Object,-210,-210,0,Tags,2,BandA,BandB
Ground,Object,-450,-330,0,Tags,0,,
Ground,Object,-450,-270,0,Tags,0,,
Ground,Object,150,-210,0,Tags,2,BandA,BandB
Ground,Object,-210,150,0,Tags,1,BandC,
Ground,Object,-510,-270,0,Tags,0,,
Ground,Object,-90,-210,0,Tags,2,BandA,BandB
Ground,Object,-690,-270,0,Tags,0,,
Ground,Object,30,-210,0,Tags,2,BandA,BandB
Ground,Object,-630,-330,0,Tags,0,,
Ground,Object,150,-150,0,Tags,2,BandA,BandB
Ground,Object,-630,-270,0,Tags,0,,
Ground,Object,-450,150,0,Tags,1,BandC,
Ground,Object,-150,-90,0,Tags,2,BandA,BandB
Ground,Object,-150,-210,0,Tags,2,BandA,BandB
Ground,Object,-750,-390,0,Tags,0,,
Ground,Object,-90,-90,0,Tags,2,BandA,BandB
Ground,Object,-90,-150,0,Tags,2,BandA,BandB
Ground,Object,-750,-330,0,Tags,0,,
Ground,Object,-450,-390,0,Tags,0,,
Ground,Object,90,-210,0,Tags,2,BandA,BandB
Ground,Object,-630,-390,0,Tags,0,,
Ground,Object,-690,-390,0,Tags,0,,
Ground,Object,-750,-270,0,Tags,0,,
Ground,Object,-690,-330,0,Tags,0,,
Ground,Object,-570,-330,0,Tags,0,,
Ground,Object,90,-150,0,Tags,2,BandA,BandB
Ground,Object,-270,-150,0,Tags,2,BandA,BandB
Ground,Object,-570,-270,0,Tags,0,,
Ground,Object,-330,150,0,Tags,1,BandC,
Ground,Object,-510,-330,0,Tags,0,,
Ground,Object,-270,-210,0,Tags,2,BandA,BandB
Ground,Object,-390,210,0,Tags,1,BandC,
Ground,Object,-330,210,0,Tags,1,BandC,
Ground,Object,-90,330,0,Tags,0,,
Ground,Object,690,90,0,Tags,1,BandD,
Ground,Object,870,150,0,Tags,1,BandD,
Ground,Object,-150,330,0,Tags,0,,
Ground,Object,-270,210,0,Tags,1,BandC,
Ground,Object,390,30,0,Tags,0,,
Ground,Object,270,30,0,Tags,0,,
Ground,Object,450,30,0,Tags,0,,
Ground,Object,330,30,0,Tags,0,,
Ground,Object,-450,210,0,Tags,1,BandC,
Ground,Object,30,330,0,Tags,0,,
Ground,Object,210,30,0,Tags,0,,
Ground,Object,-30,330,0,Tags,0,,
Ground,Object,810,150,0,Tags,1,BandD,
Ground,Object,-390,270,0,Tags,1,BandC,
Ground,Object,90,330,0,Tags,0,,
Ground,Object,690,30,0,Tags,1,BandD,
Ground,Object,690,150,0,Tags,1,BandD,
Ground,Object,750,150,0,Tags,1,BandD,
Goal,Object,810,240,0,Tags,1,BandD,
Player,Object,-870,-182.125,3,Tags,1,Player,
Band,Object,450,90,0,Tags,0,5,BandD
Band,Object,-450,-210,0,Tags,0,3,BandA
UpBand,Object,-510,270,0,Tags,0,2,BandC
UpBand,Object,-30,30,0,Tags,0,4,BandB
