Ground,Object,330,270,0,Tags,1,BandB,,
Ground,Object,210,-270,0,Tags,0,,,
Ground,Object,570,-510,0,Tags,2,BandD,BandE,
Ground,Object,-330,270,0,Tags,1,BandA,,
Ground,Object,-870,330,0,Tags,0,,,
Ground,Object,-690,330,0,Tags,0,,,
Ground,Object,-930,270,0,Tags,0,,,
Ground,Object,330,-270,0,Tags,0,,,
Ground,Object,150,-330,0,Tags,1,BandC,,
Ground,Object,210,-330,0,Tags,1,BandC,,
Ground,Object,-330,390,0,Tags,1,BandA,,
Ground,Object,270,-30,0,Tags,1,BandB,,
Ground,Object,570,-390,0,Tags,2,BandD,BandE,
Ground,Object,-450,30,0,Tags,1,BandA,,
Ground,Object,-810,270,0,Tags,0,,,
Ground,Object,-870,270,0,Tags,0,,,
Ground,Object,630,-510,0,Tags,2,BandD,BandE,
Ground,Object,-630,330,0,Tags,0,,,
Ground,Object,-390,-390,0,Tags,1,BandA,,
Ground,Object,-210,330,0,Tags,1,BandA,,
Ground,Object,-450,-210,0,Tags,1,BandA,,
Ground,Object,-450,90,0,Tags,1,BandA,,
Ground,Object,-270,-390,0,Tags,1,BandA,,
Ground,Object,150,-270,0,Tags,0,,,
Ground,Object,570,-330,0,Tags,2,BandD,BandE,
Ground,Object,90,-270,0,Tags,0,,,
Ground,Object,-570,330,0,Tags,0,,,
Ground,Object,-450,-30,0,Tags,1,BandA,,
Ground,Object,-630,270,0,Tags,0,,,
Ground,Object,-810,330,0,Tags,0,,,
Ground,Object,-450,150,0,Tags,1,BandA,,
Ground,Object,-330,210,0,Tags,1,BandA,,
Ground,Object,-450,-150,0,Tags,1,BandA,,
Ground,Object,390,-270,0,Tags,0,,,
Ground,Object,-450,-390,0,Tags,1,BandA,,
Ground,Object,-450,-270,0,Tags,1,BandA,,
Ground,Object,-390,210,0,Tags,1,BandA,,
Ground,Object,570,-450,0,Tags,2,BandD,BandE,
Ground,Object,270,-270,0,Tags,0,,,
Ground,Object,-930,330,0,Tags,0,,,
Ground,Object,-150,-390,0,Tags,1,BandA,,
Ground,Object,90,-330,0,Tags,1,BandC,,
Ground,Object,-750,330,0,Tags,0,,,
Ground,Object,690,-150,0,Tags,0,,,
Ground,Object,-690,270,0,Tags,0,,,
Ground,Object,-330,330,0,Tags,1,BandA,,
Ground,Object,-330,-390,0,Tags,1,BandA,,
Ground,Object,-570,270,0,Tags,0,,,
Ground,Object,-750,270,0,Tags,0,,,
Ground,Object,-450,-330,0,Tags,1,BandA,,
Ground,Object,-210,-390,0,Tags,1,BandA,,
Ground,Object,-450,210,0,Tags,1,BandA,,
Ground,Object,-270,330,0,Tags,1,BandA,,
Ground,Object,30,-30,0,Tags,1,BandB,,
Ground,Object,810,-150,0,Tags,0,,,
Ground,Object,-90,90,0,Tags,0,,,
Ground,Object,330,90,0,Tags,1,BandB,,
Ground,Object,630,-330,0,Tags,2,BandD,BandE,
Ground,Object,-150,90,0,Tags,0,,,
Ground,Object,690,-330,0,Tags,2,BandD,BandE,
Ground,Object,630,-390,0,Tags,2,BandD,BandE,
Ground,Object,750,-150,0,Tags,0,,,
Ground,Object,-210,-30,0,Tags,1,BandB,,
Ground,Object,870,-150,0,Tags,0,,,
Ground,Object,-30,330,0,Tags,1,BandA,,
Ground,Object,330,30,0,Tags,1,BandB,,
Ground,Object,330,150,0,Tags,1,BandB,,
Ground,Object,210,-30,0,Tags,1,BandB,,
Ground,Object,930,-150,0,Tags,0,,,
Ground,Object,-150,-30,0,Tags,1,BandB,,
Ground,Object,330,450,0,Tags,1,BandB,,
Ground,Object,-90,-30,0,Tags,1,BandB,,
Ground,Object,-150,330,0,Tags,1,BandA,,
Ground,Object,-450,-90,0,Tags,1,BandA,,
Ground,Object,330,510,0,Tags,1,BandB,,
Ground,Object,-90,330,0,Tags,1,BandA,,
Ground,Object,330,330,0,Tags,1,BandB,,
Ground,Object,690,-390,0,Tags,2,BandD,BandE,
Ground,Object,690,-450,0,Tags,2,BandD,BandE,
Ground,Object,630,-450,0,Tags,2,BandD,BandE,
Ground,Object,330,390,0,Tags,1,BandB,,
Ground,Object,90,-30,0,Tags,1,BandB,,
Ground,Object,150,-30,0,Tags,1,BandB,,
Ground,Object,330,210,0,Tags,1,BandB,,
Ground,Object,690,-510,0,Tags,2,BandD,BandE,
Ground,Object,330,-30,0,Tags,1,BandB,,
Ground,Object,-270,-30,0,Tags,1,BandB,,
Ground,Object,-30,-30,0,Tags,1,BandB,,
Ground,Object,750,-330,0,Tags,2,BandD,BandE,
Ground,Object,-30,90,0,Tags,0,,,
Ground,Object,750,-270,0,Tags,2,BandD,BandE,
Goal,Object,870,-60,0,Tags,0,,,
Player,Object,-870,418.125,3,Tags,1,Player,,
Band,Object,390,-210,0,Tags,0,5,BandD,
Band,Object,-570,390,0,Tags,0,4,BandA,
Band,Object,-150,-330,0,Tags,1,BandA,4,BandC
UpBand,Object,30,330,0,Tags,1,BandA,6,BandB
UpBand,Object,630,-210,0,Tags,1,BandD,3,BandE
